,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2020-07-27,314.1061542115255,247.79601349460188,382.12780509415563,314.1061542115255,314.1061542115255,-0.0419486892433978,-0.0419486892433978,-0.0419486892433978,-0.0419486892433978,-0.0419486892433978,-0.0419486892433978,0.0,0.0,0.0,314.0642055222821
1,2020-07-28,315.65945730581086,254.78203114776449,386.5373048884297,315.65945730581086,315.65945730581086,3.029316180424671,3.029316180424671,3.029316180424671,3.029316180424671,3.029316180424671,3.029316180424671,0.0,0.0,0.0,318.6887734862355
2,2020-07-29,317.21276040009616,253.11915712228188,386.0352256728676,317.21276040009616,317.21276040009616,1.2250462902144859,1.2250462902144859,1.2250462902144859,1.2250462902144859,1.2250462902144859,1.2250462902144859,0.0,0.0,0.0,318.43780669031065
3,2020-07-30,318.7660634943815,259.8070140482931,384.7234007698812,318.7660634943815,318.7660634943815,1.207707616360859,1.207707616360859,1.207707616360859,1.207707616360859,1.207707616360859,1.207707616360859,0.0,0.0,0.0,319.97377111074235
4,2020-07-31,320.3193665886668,255.71547500879632,389.6684080868299,320.3193665886668,320.3193665886668,1.9735357218194038,1.9735357218194038,1.9735357218194038,1.9735357218194038,1.9735357218194038,1.9735357218194038,0.0,0.0,0.0,322.2929023104862
5,2020-08-03,324.9792758715228,266.4767818122106,391.66820718372503,324.9792758715228,324.9792758715228,-0.041948689242358776,-0.041948689242358776,-0.041948689242358776,-0.041948689242358776,-0.041948689242358776,-0.041948689242358776,0.0,0.0,0.0,324.93732718228046
6,2020-08-04,326.5325789658081,263.2901614584988,398.17051108274615,326.5325789658081,326.5325789658081,3.029316180423153,3.029316180423153,3.029316180423153,3.029316180423153,3.029316180423153,3.029316180423153,0.0,0.0,0.0,329.5618951462313
7,2020-08-05,328.0858820600934,261.3262512300257,394.3583838194585,328.0858820600934,328.0858820600934,1.2250462902097887,1.2250462902097887,1.2250462902097887,1.2250462902097887,1.2250462902097887,1.2250462902097887,0.0,0.0,0.0,329.3109283503032
8,2020-08-06,329.63918515437877,263.3587213228849,390.49635211880343,329.63918515437877,329.63918515437877,1.2077076163609317,1.2077076163609317,1.2077076163609317,1.2077076163609317,1.2077076163609317,1.2077076163609317,0.0,0.0,0.0,330.8468927707397
9,2020-08-07,331.1924882330441,269.52667280391825,399.61114678021653,331.1924882330441,331.1924882330441,1.9735357218180332,1.9735357218180332,1.9735357218180332,1.9735357218180332,1.9735357218180332,1.9735357218180332,0.0,0.0,0.0,333.16602395486217
10,2020-08-10,335.85239746904017,269.09554113564747,404.6415759242554,335.85239746904017,335.85239746904017,-0.04194868924131985,-0.04194868924131985,-0.04194868924131985,-0.04194868924131985,-0.04194868924131985,-0.04194868924131985,0.0,0.0,0.0,335.81044877979883
11,2020-08-11,337.4057005477055,277.40915080695265,403.43816811041427,337.4057005477055,337.4057005477055,3.0293161804216346,3.0293161804216346,3.0293161804216346,3.0293161804216346,3.0293161804216346,3.0293161804216346,0.0,0.0,0.0,340.43501672812715
12,2020-08-12,338.9590036263709,275.0300926575596,406.0435635863381,338.9590036263709,338.9590036263709,1.2250462902100099,1.2250462902100099,1.2250462902100099,1.2250462902100099,1.2250462902100099,1.2250462902100099,0.0,0.0,0.0,340.1840499165809
13,2020-08-13,340.5123067050362,278.6803865078994,410.31525250197626,340.5123067050362,340.5123067050362,1.207707616355337,1.207707616355337,1.207707616355337,1.207707616355337,1.207707616355337,1.207707616355337,0.0,0.0,0.0,341.72001432139155
14,2020-08-14,342.0656097837016,275.6798809313287,408.91944468843917,342.0656097837016,342.0656097837016,1.9735357218248815,1.9735357218248815,1.9735357218248815,1.9735357218248815,1.9735357218248815,1.9735357218248815,0.0,0.0,0.0,344.03914550552645
15,2020-08-17,346.72551901969763,280.2616013568775,411.2036990316403,346.72551901969763,346.72551901969763,-0.04194868923331128,-0.04194868923331128,-0.04194868923331128,-0.04194868923331128,-0.04194868923331128,-0.04194868923331128,0.0,0.0,0.0,346.6835703304643
16,2020-08-18,348.27882209836304,286.1901961311564,416.4836052321054,348.27882209836304,348.27882209836304,3.029316180422631,3.029316180422631,3.029316180422631,3.029316180422631,3.029316180422631,3.029316180422631,0.0,0.0,0.0,351.3081382787857
17,2020-08-19,349.8321251862939,280.2694371004481,421.69179091932574,349.8321251862939,349.8321251862939,1.2250462902102317,1.2250462902102317,1.2250462902102317,1.2250462902102317,1.2250462902102317,1.2250462902102317,0.0,0.0,0.0,351.05717147650415
